TIME,SOFT_XRAY,HARD_XRAY
26232,4.0,0.0
26233,2.0,0.0
26234,2.0,69.0
26235,6.0,0.0
26236,6.0,0.0
26237,2.0,241.0
26238,9.0,0.0
26239,3.0,0.0
26240,5.0,0.0
26241,7.0,0.0
26242,4.0,134.0
26243,8.0,0.0
26244,2.0,0.0
26245,1.0,0.0
26246,4.0,0.0
26247,0.0,0.0
26248,4.0,0.0
26249,3.0,166.0
26250,6.0,0.0
26251,1.0,0.0
26252,4.0,0.0
26253,2.0,0.0
26254,2.0,0.0
26255,5.0,0.0
26256,2.0,0.0
26257,5.0,0.0
26258,3.0,220.0
26259,4.0,0.0
26260,4.0,0.0
26261,5.0,0.0
26262,4.0,0.0
26263,2.0,0.0
26264,3.0,0.0
26265,3.0,267.0
26266,1.0,0.0
26267,4.0,0.0
26268,6.0,0.0
26269,3.0,0.0
26270,2.0,0.0
26271,4.0,0.0
26272,5.0,0.0
26273,6.0,0.0
26274,1.0,98.0
26275,3.0,0.0
26276,1.0,0.0
26277,3.0,0.0
26278,6.0,0.0
26279,7.0,0.0
26280,4.0,0.0
26281,3.0,0.0
26282,2.0,142.0
26283,6.0,0.0
26284,4.0,0.0
26285,6.0,0.0
26286,6.0,0.0
26287,4.0,0.0
26288,6.0,0.0
26289,6.0,203.0
26290,4.0,0.0
26291,6.0,0.0
26292,4.0,0.0
26293,3.0,0.0
26294,1.0,0.0
26295,2.0,0.0
26296,3.0,0.0
26297,4.0,0.0
26298,3.0,69.0
26299,2.0,48.0
26300,2.0,0.0
26301,6.0,0.0
26302,4.0,0.0
26303,4.0,0.0
26304,5.0,0.0
26305,3.0,0.0
26306,7.0,252.0
26307,9.0,0.0
26308,2.0,0.0
26309,6.0,0.0
26310,2.0,0.0
26311,3.0,0.0
26312,1.0,0.0
26313,5.0,222.0
26314,2.0,0.0
26315,6.0,0.0
26316,4.0,0.0
26317,9.0,0.0
26318,3.0,0.0
26319,6.0,0.0
26320,4.0,0.0
26321,2.0,0.0
26322,5.0,192.0
26323,3.0,0.0
26324,4.0,0.0
26325,2.0,0.0
26326,5.0,0.0
26327,1.0,0.0
26328,3.0,0.0
26329,9.0,260.0
26330,6.0,0.0
26331,6.0,0.0
26332,3.0,0.0
26333,3.0,0.0
26334,6.0,0.0
26335,4.0,0.0
26336,6.0,0.0
26337,4.0,220.0
26338,3.0,0.0
26339,7.0,0.0
26340,7.0,0.0
26341,4.0,0.0
26342,5.0,0.0
26343,6.0,0.0
26344,5.0,0.0
26345,5.0,0.0
26346,1.0,213.0
26347,8.0,0.0
26348,5.0,0.0
26349,4.0,0.0
26350,3.0,0.0
26351,3.0,0.0
26352,6.0,0.0
26353,3.0,222.0
26354,9.0,0.0
26355,3.0,0.0
26356,6.0,0.0
26357,8.0,0.0
26358,6.0,0.0
26359,6.0,0.0
26360,6.0,0.0
26361,6.0,145.0
26362,0.0,0.0
26363,7.0,0.0
26364,4.0,0.0
26365,5.0,0.0
26366,3.0,0.0
26367,6.0,0.0
26368,5.0,127.0
26369,7.0,80.0
26370,2.0,0.0
26371,5.0,0.0
26372,8.0,0.0
26373,4.0,0.0
26374,5.0,0.0
26375,8.0,0.0
26376,4.0,222.0
26377,3.0,0.0
26378,3.0,0.0
26379,2.0,0.0
26380,5.0,0.0
26381,3.0,0.0
26382,6.0,0.0
26383,5.0,0.0
26384,6.0,145.0
26385,5.0,0.0
26386,4.0,0.0
26387,6.0,0.0
26388,3.0,0.0
26389,3.0,0.0
26390,5.0,0.0
26391,5.0,0.0
26392,4.0,121.0
26393,7.0,0.0
26394,5.0,0.0
26395,7.0,0.0
26396,5.0,0.0
26397,2.0,0.0
26398,2.0,0.0
26399,6.0,0.0
26400,3.0,187.0
26401,5.0,0.0
26402,5.0,0.0
26403,5.0,0.0
26404,6.0,0.0
26405,6.0,0.0
26406,2.0,0.0
26407,3.0,200.0
26408,4.0,0.0
26409,3.0,0.0
26410,3.0,0.0
26411,7.0,0.0
26412,2.0,0.0
26413,4.0,0.0
26414,3.0,0.0
26415,8.0,0.0
26416,5.0,114.0
26417,8.0,0.0
26418,7.0,40.0
26419,4.0,0.0
26420,1.0,0.0
26421,2.0,0.0
26422,3.0,68.0
26423,8.0,0.0
26424,5.0,245.0
26425,4.0,0.0
26426,3.0,0.0
26427,2.0,0.0
26428,5.0,0.0
26429,4.0,0.0
26430,9.0,170.0
26431,3.0,0.0
26432,6.0,0.0
26433,7.0,0.0
26434,7.0,0.0
26435,4.0,0.0
26436,0.0,0.0
26437,13.0,0.0
26438,5.0,223.0
26439,7.0,0.0
26440,3.0,0.0
26441,3.0,0.0
26442,3.0,0.0
26443,2.0,0.0
26444,7.0,0.0
26445,10.0,54.0
26446,4.0,196.0
26447,6.0,0.0
26448,8.0,0.0
26449,4.0,0.0
26450,7.0,0.0
26451,4.0,0.0
26452,3.0,0.0
26453,6.0,0.0
26454,7.0,167.0
26455,3.0,0.0
26456,4.0,0.0
26457,6.0,0.0
26458,1.0,0.0
26459,6.0,0.0
26460,2.0,0.0
26461,3.0,72.0
26462,8.0,104.0
26463,4.0,0.0
26464,4.0,0.0
26465,1.0,0.0
26466,6.0,0.0
26467,2.0,0.0
26468,4.0,0.0
26469,6.0,276.0
26470,3.0,0.0
26471,3.0,0.0
26472,5.0,0.0
26473,6.0,0.0
26474,12.0,0.0
26475,6.0,0.0
26476,4.0,0.0
26477,0.0,160.0
26478,6.0,0.0
26479,6.0,0.0
26480,9.0,0.0
26481,2.0,0.0
26482,8.0,0.0
26483,5.0,17.0
26484,7.0,0.0
26485,4.0,287.0
26486,3.0,0.0
26487,6.0,0.0
26488,5.0,0.0
26489,5.0,0.0
26490,5.0,206.0
26491,6.0,0.0
26492,9.0,0.0
26493,4.0,0.0
26494,2.0,0.0
26495,7.0,0.0
26496,4.0,0.0
26497,3.0,0.0
26498,3.0,0.0
26499,5.0,155.0
26500,4.0,0.0
26501,6.0,0.0
26502,4.0,0.0
26503,5.0,0.0
26504,11.0,0.0
26505,3.0,0.0
26506,6.0,0.0
26507,6.0,137.0
26508,2.0,0.0
26509,1.0,86.0
26510,5.0,0.0
26511,4.0,0.0
26512,4.0,102.0
26513,2.0,0.0
26514,6.0,0.0
26515,4.0,229.0
26516,4.0,0.0
26517,3.0,0.0
26518,7.0,0.0
26519,4.0,0.0
26520,6.0,195.0
26521,7.0,0.0
26522,11.0,0.0
26523,4.0,0.0
26524,7.0,0.0
26525,6.0,0.0
26526,3.0,0.0
26527,5.0,0.0
26528,2.0,97.0
26529,4.0,0.0
26530,2.0,0.0
26531,3.0,0.0
26532,4.0,0.0
26533,6.0,0.0
26534,2.0,0.0
26535,6.0,0.0
26536,6.0,0.0
26537,5.0,210.0
26538,8.0,0.0
26539,4.0,0.0
26540,2.0,0.0
26541,10.0,0.0
26542,5.0,0.0
26543,3.0,0.0
26544,2.0,248.0
26545,6.0,0.0
26546,0.0,0.0
26547,6.0,0.0
26548,4.0,0.0
26549,6.0,0.0
26550,3.0,0.0
26551,1.0,0.0
26552,8.0,202.0
26553,1.0,0.0
26554,2.0,0.0
26555,9.0,0.0
26556,4.0,0.0
26557,6.0,0.0
26558,6.0,0.0
26559,5.0,0.0
26560,5.0,0.0
26561,3.0,180.0
26562,8.0,0.0
26563,2.0,0.0
